ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9101,RPH,0,MI,48446, , ,0,0, , , , ,XXXX,T2,40,, ,H, , , , ,,3,F,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,55,10,7,3,1, , , ,9,01, , , ,Y, , ,Y, , , , ,Y, , , , , , ,2,X,1752,481,539,0,0,99,51,49,98,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,29,37,39,29,40,43,34,34,42,24,13,27,31,14,8,5,3,13,14,34,21,18,11,3,10,8,24,67,46,16,4,68,8,3,22,280,325,98,98,1,1,0,0,0,0,0,621,656,3,2,95,5,97,3,50,58,89,78,50,95,5,7,1,6,8,6,2,27,64,7,0,0,0,0,1,7,24,77,0,1,66,58,61,19,5,1,0,1,4,1,0,0,13,21,33,58,2160,57,505,465,458,481,483,14018,4,7,19,28,27,14,0,0,0,1,8,21,30,26,13,0,0,0,17,0,56,3,26,74,3,84,13,0,0,0,0,0,2,1,2,61,28,30,7,81,75,82,69,74,62,68,58,99,99,6,13,4,3,9,15,0,1,13,0,19,16,5,2,1,0,5,33,3,2,1,20,4,6,1,3,7,6,4,4,7,3,1,4,84,1,1,120,4,10,38,31,11,5,2,2,29,4,23,4,0,0,0,17,34,0,55,17,10,7,2,1,3,16,0,0,4,0,2,1,0,0,0,0,0,2,89,96,2,0,2,97,83,41,11,19,2,2,3,66,77,23,0,0,0,30,4,56,0,10,0,99,0,99,99,6,3,4,2,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,A1F,A1F,L2F, ,L3F,L3F, ,A1F, ,S2F,S2F,S2F,S2F,S3F,S3F,S3F,S2F,S2F,22,9702,56,6,13,,,,,,,,,,9509,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,131,9,4,5,9111,20,9509,20,9509,9111,9204,5,14.555555556,69865,0,0,1,L,1,F,X,X,X,15,A
9301,SYN,0,CA,91030, , ,2501,0, , , , ,XXXX,U1,03,73,I,U, , , , ,,1,F,,0,,,,,,,,,,,,,,,2,0,20,32,40,25,0,0, , , ,5, , , , , , , , , , , , , , , , , , , , ,X,610,149,234,99,0,0,48,52,75,1,2,15,17,0,1,11,1,0,0,0,13,0,0,3,32,39,42,34,42,46,26,33,40,26,14,23,25,16,9,7,6,17,10,35,22,16,20,6,15,28,30,42,25,12,6,46,16,5,33,174,260,81,73,7,18,11,10,0,0,0,2636,2662,6,6,47,53,97,3,0,36,64,45,25,79,21,11,3,8,19,25,9,14,49,12,0,1,0,75,89,91,95,98,33,9,30,47,46,14,5,9,9,0,36,6,10,0,70,84,90,94,4480,13,803,372,420,440,505,16600,11,14,13,34,16,3,10,0,0,11,10,10,31,18,5,15,0,0,12,4,50,11,47,53,18,72,17,0,0,0,0,3,4,4,0,3,22,24,3,70,81,99,65,98,65,67,57,99,99,0,27,23,0,21,11,0,2,3,0,13,0,0,0,0,0,8,5,0,3,11,23,7,3,2,0,7,7,15,8,25,0,0,14,47,13,0,140,4,8,9,29,15,22,12,7,33,1,22,17,0,0,0,11,20,3,32,28,40,0,1,0,3,5,3,0,5,4,0,0,0,0,0,0,0,26,54,49,27,17,7,93,64,16,4,48,0,0,0,7,7,93,0,0,80,0,20,0,0,0,99,0,99,99,99,12,5,3,3,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,L2E,L2E,L3E, ,L3E,L3E, ,L3E, ,A1E,S2E,S2E,S3E,S3E,S3E,S3E,S3E,A3E,17,9702,40,6,13,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,53,5,2,5,9302,21,9512,21,9512,9302,9309,7,10.6,147594,0,0,0,L,1,F,X,X,X,27,A
9201,ESN,1,MI,49445, , ,1507,0,X, , , ,XXXX,C1,24,82, , , , , , ,,7,M,9,11,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,4,37,35,48,8,0,0, , , ,9,05, , , , , , , , , , , , , , , , , , ,2,X,633,197,241,99,0,0,47,53,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41,48,49,40,51,53,27,34,43,22,5,10,26,21,13,12,13,14,13,36,21,16,32,11,31,17,41,42,27,10,1,75,5,7,14,180,263,95,94,0,4,4,4,0,0,0,1183,1415,6,2,98,2,94,6,56,37,82,76,32,92,8,5,1,4,5,14,1,22,55,23,0,0,0,17,34,63,89,99,4,0,88,74,74,14,3,4,0,0,2,0,0,0,33,33,33,33,3000,59,563,530,628,655,771,44510,12,11,6,19,19,9,6,0,17,9,3,5,22,19,13,8,0,23,32,0,73,3,26,74,2,98,0,0,0,0,0,0,0,2,3,12,18,20,3,72,53,77,32,75,32,25,19,99,99,0,24,27,6,20,2,0,0,5,0,11,3,0,3,0,0,5,23,0,0,13,11,7,10,3,0,14,8,5,2,8,0,0,6,79,7,0,157,2,5,12,20,12,27,21,2,25,3,20,4,2,4,0,17,37,0,35,9,48,0,2,10,0,11,0,0,0,0,1,3,0,0,3,1,0,1,68,98,1,0,1,96,74,20,13,39,4,4,8,12,25,75,2,0,95,0,5,0,0,0,98,2,99,95,98,11,4,3,9,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9412,9411,,,9409,,9406,L4F,A4F,A4F,A4F,A4F,A3F,A3F,A4F,A3E,A3E,A3E,A2E,A1E, ,A1E,A1E,A1E,L2E, , ,L2E, ,A1E,18,9702,44,6,13,,,,,,,,,9511,,9508,9506,,9504,,,,,,9409,,,,,,,,,,,10,,15,10,,12,,,,,,10,,,73,7,4,5,9209,15,9508,10,9511,9209,9304,7,10.428571429,190623,0,0,1,L,4,F,X,X,X,11,C
9501,STV,0,IL,61008, , ,5401,0, , , , ,XXXX,T2,36,44,E,U, , , , ,,1,F,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,31,32,32,3,3,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,2753,749,975,0,99,0,47,53,95,1,0,0,8,0,0,0,0,0,0,0,7,1,0,1,33,43,46,35,46,49,28,39,40,22,12,20,20,17,11,10,9,14,16,35,19,16,25,13,23,21,31,48,28,13,4,61,10,10,20,192,274,61,60,2,16,14,13,3,3,0,604,603,2,2,77,23,95,5,0,41,77,63,31,87,13,10,2,8,10,17,2,22,56,17,0,0,0,0,0,0,11,81,0,2,44,53,54,15,5,7,9,22,5,3,14,1,15,26,38,45,6880,119,610,344,385,339,391,12452,27,10,15,26,18,4,0,0,1,15,9,16,33,21,5,0,0,1,29,7,32,10,41,59,5,80,16,0,0,0,0,0,2,1,0,51,19,23,5,52,63,77,50,73,46,60,47,46,99,11,5,10,2,8,9,0,1,14,1,20,18,4,8,1,1,4,43,6,1,2,22,1,2,2,1,5,5,4,1,3,3,0,3,88,4,0,120,15,19,44,12,3,5,1,4,19,2,18,3,0,1,0,15,31,1,32,20,32,13,1,4,0,14,0,0,5,0,2,1,0,0,0,3,0,5,63,90,7,1,2,93,62,18,6,18,4,9,13,56,86,14,0,0,69,0,30,0,0,1,99,1,99,99,96,6,2,5,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,,9501,9412,,,,,,,L2G,A2G,A2G,A3G,N4G,N2G,N2G,N2G,N2G,N2G,N2G,N2G,N2G,N2G, ,P1F,P1F, , , , , , ,12,9702,27,6,14,,,,,,,,9511,,9512,,,,,,9501,,,,,,,,,,,,,,46,,46,,,,,,23,,,,,,,175,4,2,23,9501,60,9503,46,9512,9501,9503,2,43.75,95225,0,0,1,L,2,G,X,X,X,38,B
9001,L01,1,TX,78748, , ,2207,0, , , , ,XXXX,S1,12,75,E,H, , , , ,,4,M,8,14,0,0,1,0,1,0,0,1,0,3,0,1,0,0,3,1,27,46,33,4,14,5, , , ,8,12, , , , , , , , , , , , , , , , , , , , ,1940,576,709,97,0,3,49,51,87,3,0,2,15,0,0,0,0,0,0,0,13,0,0,2,30,36,38,31,39,42,26,47,35,18,12,32,25,15,9,5,2,20,18,32,15,15,10,2,8,14,37,49,26,8,2,67,11,2,20,197,273,78,68,19,19,1,1,0,0,0,915,984,4,4,61,39,90,10,1,43,81,69,34,90,10,9,2,7,10,11,4,20,59,8,1,2,0,2,7,40,70,95,0,1,54,57,57,15,4,19,1,1,20,17,0,0,15,75,94,97,640,203,635,401,442,442,463,16285,6,18,15,28,24,8,2,0,0,6,17,10,27,30,10,0,0,0,13,0,46,0,69,31,8,89,9,0,0,0,0,0,0,1,0,8,26,27,1,91,76,82,70,78,65,69,51,99,99,0,20,17,11,10,24,1,0,5,1,6,2,1,2,1,0,4,13,1,4,3,9,9,2,5,1,10,12,14,12,4,14,5,5,62,10,1,144,2,5,19,24,10,27,14,2,31,3,20,10,1,1,0,16,27,4,46,33,33,14,0,4,0,16,0,0,4,1,0,0,0,0,1,1,0,4,63,85,11,2,2,97,70,17,3,7,0,32,53,88,99,0,0,0,30,10,60,0,0,0,98,2,72,99,99,9,3,7,5,9706,9606,9604,9604,,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2G,A1G,A1G,A1G, ,A2G,A2G,A2G,A2G,A2G,A2G,A1F,A1F, ,A1F,L2F,L2F,A1F,A1F,A1F,A1F,A1F,A1F,24,9702,59,6,12,,,,,9603,,,,,,,9506,,,,,9412,,,,,,,,,,27,,,,,,,25,,,,,20,,,,,,136,9,3,5,9001,27,9603,27,9603,9001,9012,11,15.111111111,127339,0,0,0,L,2,G,X,X,X,19,B
9401,ARG,1,MI,48455, , ,6410,0, , , , ,XXXX,R2,44,33,E,H,M, , , ,1,6,M,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,32,19,6,1,0, , , ,7, , , , , , , ,Y, , , , , , , , , , , ,2, ,1614,457,516,0,0,99,53,47,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32,39,42,33,42,45,28,37,43,21,13,22,27,19,9,6,4,12,17,34,21,16,13,4,11,10,31,59,36,16,6,71,6,4,19,239,309,94,93,2,3,1,0,1,0,1,855,1053,3,2,94,6,96,4,32,45,89,82,42,93,7,3,1,2,8,7,1,24,65,11,0,0,0,8,15,35,61,86,2,0,76,63,65,16,5,3,0,2,4,2,0,0,4,19,41,78,2160,57,505,425,432,485,496,15947,13,10,9,30,22,10,0,5,0,10,9,12,32,23,9,0,6,0,12,2,38,4,59,41,3,83,13,0,0,0,0,0,2,3,0,75,34,40,21,65,71,88,49,83,47,53,50,63,0,2,9,6,1,10,15,0,2,6,3,25,12,5,5,3,0,7,40,1,3,4,14,6,4,1,1,6,4,4,2,6,1,0,11,79,2,1,120,3,13,42,21,7,9,6,4,23,3,18,5,0,0,0,14,26,0,32,18,19,4,3,4,2,14,0,0,4,0,0,1,0,0,3,0,0,0,91,97,0,0,3,99,81,41,5,16,11,33,40,70,82,18,0,0,31,31,14,20,0,4,0,99,0,97,99,8,2,2,5,9706,9606,9604,9604,9603,9602,9601,9511,9511,9510,9509,9507,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,A1F,A1F,N2F,N2F,N2F,N2F, ,F1E,15,9702,36,6,12,,,,,,,,,,,,9507,,,,,,,,,,9406,,,,,,,,,,,,22,,,,,,,,,,16,48,3,3,10,9310,22,9507,22,9507,9310,9406,8,16,69924,0,0,1,L,1,F,X,X,X,41,A
9301,NAS,2,AK,99709, , ,5801,0, , , , ,XXXX,T2,40,40,E,H, , , , ,,7,F,,0,,,,,,,,,,,,,,,2,0,43,50,20,12,12,1, , , ,7, , , , , , ,Y,Y,Y,Y,Y,Y, ,Y, , , , , ,2,X,1157,299,422,0,98,2,50,50,85,3,9,2,4,0,1,1,0,0,0,0,3,0,0,1,32,39,42,32,41,44,28,39,41,20,12,23,27,21,12,4,2,16,14,36,21,13,9,1,7,21,33,46,28,14,5,62,12,3,24,187,273,68,66,17,24,7,4,0,0,0,875,937,5,5,66,34,93,7,26,39,71,60,32,83,17,7,3,5,19,14,8,20,59,6,1,2,1,2,5,30,70,96,0,6,50,58,55,14,5,24,0,3,13,14,3,0,57,74,86,91,0,0,745,501,543,591,655,27794,6,10,9,25,25,12,5,3,5,3,3,4,28,33,15,8,1,5,19,5,68,3,43,57,7,76,10,1,0,0,1,0,6,6,1,8,12,17,6,31,77,86,69,83,63,72,55,99,99,0,19,13,1,6,17,0,2,13,0,17,2,5,3,0,0,24,2,4,4,2,19,3,2,0,0,5,15,11,9,12,12,1,4,55,15,1,120,4,7,41,17,3,25,3,4,26,2,20,8,0,0,0,22,43,1,50,8,20,18,2,4,1,6,0,0,8,0,4,0,0,0,1,0,0,1,33,96,0,2,2,99,71,25,6,21,0,0,8,41,97,3,0,0,0,0,6,91,0,3,95,3,97,99,94,11,3,5,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L1F,A1F,A1F,A1F,L4F,A1E,A1E,S2E,S3F,S3F,S3F,S4F,S4F,S4F,S4F,S4F,S4F,S4F, , ,S4F,S4F,A4F,21,9702,50,6,14,,,,,,9602,,,,,,,,,,,,,,9409,9408,9407,,,,,,20,,,,,,,,,,,,,,10,20,20,240,15,8,10,9412,20,9304,20,9602,9302,9304,2,16,184915,0,0,0,L,1,F,X,X,X,12,C
8901,SSS,1,WA,98292, , ,1502,0,X, , , ,XXXX,T2,40,83,E,H, , , , ,,3,M,,0,,,,,,,,,,,,,,,2,0,33,64,21,11,2,1, ,12, ,4, , , , , , ,Y, , , ,Y,Y, , , , , , , ,2,X,1155,322,391,0,0,99,51,49,97,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,31,39,41,32,43,45,32,40,40,20,8,27,28,15,9,9,4,16,16,34,22,12,17,4,15,14,32,54,35,14,5,72,8,4,16,220,295,61,60,1,1,0,0,0,0,0,1281,1471,4,4,89,11,87,13,75,47,82,74,41,91,9,6,2,4,11,9,4,26,59,12,0,0,0,15,38,72,85,97,5,2,47,54,54,16,5,1,0,38,7,0,0,3,33,50,70,85,7600,105,819,464,484,528,546,15999,3,13,16,25,23,11,5,0,3,4,11,20,20,25,12,5,0,4,29,2,49,8,40,60,10,74,17,0,0,0,0,0,2,7,4,9,24,32,10,65,70,71,69,71,66,70,62,99,99,0,15,10,1,4,17,0,4,7,4,23,10,3,1,2,0,15,35,0,6,2,11,3,1,0,3,9,8,0,6,11,2,1,16,68,2,0,127,2,15,28,28,9,10,9,4,32,5,21,10,0,0,0,18,33,2,64,8,21,0,1,1,1,13,0,0,6,0,5,0,0,0,0,3,1,1,61,96,1,1,2,99,85,46,7,14,11,31,40,69,78,22,0,0,0,0,63,0,0,37,80,15,0,99,99,8,2,5,3,9706,9606,9604,9604,9603,,9601,9511,,9510,9508,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L4E,S4E,S4E,S4E,S4E, ,S4E,S4E, ,S3E,S3E,S2E,S2E, ,A1E,S2E,S2E,S3E,S3E,S3E,S3E,S3E,S3E,26,9702,94,6,25,,,,,,9601,,,,9509,9507,9506,,,,9501,,,,,,,,,,,,8,,,,10,8,8,,,,10,,,,,,,177,25,13,5,9111,10,9302,8,9601,8901,8904,3,7.08,10883,0,0,1,L,4,E,X,X,X,15,A
9101,LEO,0,IL,60625-, , ,512,0, , , , ,XXXX,U2,07,92,E,H, , , , ,,5,F,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,31,69,9,0,2, , , ,3, , , , , , , , , , , , , , , , , , , , ,X,958,242,401,99,0,0,46,54,82,2,1,7,19,0,0,0,4,2,0,0,7,4,1,7,33,39,43,37,44,47,20,47,35,18,12,28,19,14,11,9,8,20,18,31,17,14,28,13,23,35,29,35,22,10,4,48,12,8,31,150,238,23,22,25,77,53,38,0,0,0,1063,1192,4,4,37,63,97,3,9,26,60,44,21,80,20,5,1,4,16,35,4,13,51,18,1,2,0,7,22,54,80,99,0,4,33,48,49,13,5,50,28,0,2,23,37,0,17,50,90,96,1600,51,602,261,349,312,348,13479,27,22,15,14,20,2,0,0,0,22,20,9,25,25,0,0,0,0,26,3,40,7,45,55,5,54,15,23,11,12,0,0,8,0,0,0,28,31,5,74,72,92,52,91,45,31,33,0,99,16,19,6,1,7,16,0,3,30,0,5,9,1,2,0,0,2,10,5,1,9,26,15,3,0,8,12,1,8,0,3,0,0,4,79,14,0,120,10,11,38,10,6,19,5,14,11,0,16,9,0,0,0,8,13,3,0,0,90,0,0,0,0,7,3,0,5,0,1,2,0,1,0,4,0,32,56,57,22,3,18,70,34,0,6,51,0,0,0,0,0,99,0,0,88,3,4,0,0,5,99,0,99,99,97,18,3,8,10,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,22,9702,56,6,13,,,,,,,,,,,,,,,,,,,,9412,,,,,,,,,,,,,,,,,,,,,,15,,,87,9,4,5,9207,15,9212,15,9512,9109,9112,3,9.6666666667,93567,0,0,0,L,1,F,X,X,X,31,A
8701,KNG,0,FL,34208, , ,2408,0, , , , ,XXXX,C3,30,73,E,H, , , , ,1,2,F,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,34,25,14,1,2, , , ,3, , , , , , , , , , , , , , , , , , , , ,X,1014,240,310,99,0,0,50,50,93,5,0,0,4,0,0,0,0,0,0,0,2,0,0,1,29,36,38,31,41,43,31,45,39,16,11,35,19,14,11,5,4,17,21,38,14,10,16,5,13,14,30,56,36,19,6,56,18,6,20,231,307,88,83,12,12,0,0,6,0,6,505,515,4,3,67,33,95,5,17,50,77,60,37,80,20,13,4,9,14,14,9,26,58,10,1,3,0,0,0,2,6,52,0,2,34,48,50,16,6,12,0,0,22,11,0,0,6,20,73,91,7510,131,539,269,270,264,264,8596,20,19,40,17,4,0,0,0,0,17,19,46,15,3,0,0,0,0,20,4,21,12,58,42,9,76,23,0,0,0,0,0,1,0,0,21,16,19,3,59,76,93,60,87,58,68,46,85,99,2,0,5,0,9,8,0,3,16,4,19,14,11,11,1,0,12,23,6,2,6,28,0,5,2,3,4,2,1,5,14,1,2,2,80,1,0,120,9,26,52,11,1,0,1,4,21,5,19,1,0,0,0,17,34,0,34,10,25,19,0,13,1,15,0,0,9,1,1,0,0,0,1,1,0,1,52,98,2,0,0,96,72,14,3,18,0,20,41,67,80,20,0,0,0,13,79,4,0,4,97,3,12,99,87,6,2,8,4,9706,9606,9604,9604,9603,,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L3F,S3F,S3F,S3F,S2F, ,S2F,S3F,S3F,S3F,S3F,S3F,S2F,S3F,S3F,S3F,S3F,S2F, , ,S2F,S2F,A1E,32,9702,78,6,12,,,,,,9601,,,9511,,,,,9504,,,,,,9409,,,,,,,,10,,,15,,,,,17,,,,,,15,,,268,23,11,1,8703,20,9005,10,9601,8703,8807,16,11.652173913,43698,0,0,1,L,3,F,X,X,X,25,B
8801,AMB,2,MI,48310, , ,3004,0, , , , ,XXXX,S2,17,68,E,U, , , , ,,1,F,7,0,,,,,,,,,,,,,,,3,0,15,44,34,1,1,3, , , ,7,12, , , , , , , , , , , ,Y, ,Y, , , , ,2, ,2264,579,946,99,0,0,48,52,97,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,31,35,39,34,41,44,20,42,37,21,15,33,18,12,8,9,5,20,14,30,19,17,20,8,17,30,33,37,21,6,2,51,11,6,31,161,237,48,47,0,51,51,47,0,0,0,814,823,5,5,46,54,97,3,4,28,61,49,22,77,23,6,2,4,20,25,9,16,68,14,0,0,0,0,0,20,60,93,0,4,31,47,48,13,5,41,11,0,4,4,47,0,48,96,98,99,2160,57,505,379,463,432,499,17789,13,15,19,19,25,5,4,1,0,9,8,19,21,31,5,6,1,0,19,4,50,6,52,48,4,92,7,0,0,0,0,0,0,1,1,63,21,26,4,70,72,81,64,72,62,60,37,99,99,4,16,11,10,12,19,0,0,8,2,11,7,2,3,1,0,6,31,3,0,3,16,4,14,4,1,7,4,5,1,1,1,3,1,90,4,0,122,6,14,29,23,11,12,4,6,21,1,16,9,0,0,0,8,15,1,44,10,34,0,0,2,1,10,0,0,3,8,0,13,0,0,1,0,0,6,78,89,1,0,10,98,58,15,4,20,0,18,20,55,77,23,2,1,97,1,2,0,0,0,98,2,99,99,99,7,3,1,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,,,L1G,A1G,A1G,A1G,A1G,A2E,A2E,A2E,A2E,A2E,A2E,A2E,A2E,A3E,A3E,A1D,A1D,A1D,A1D,A1D,A1D, , ,23,9702,53,6,13,,,,,,,,,,,,,,,,,,9411,,9412,,,,,,,,,,,,,,,,,,,,10,,11,,,105,7,3,5,9212,32,9512,32,9512,8810,8912,14,15,68726,0,0,1,L,1,G,X,X,X,21,A
